	Molecule
1960	CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]3CC[C@H]4C[C@@]3(C[C@]4(O)CO)CC[C@@H]12
1961	COc1cc(C)cc2c(c(C)cc(OC)c12)-c1c(O)cc(O)c2[C@@H](C)[NH2+][C@H](C)Cc12
1962	CO[C@H]1[C@H](CC=C(C)C)c2c(CC1=O)oc1cc(O)c(CC=C(C)C)c(O)c1c2=O
1963	COc1cc2c(oc3c(CC=C(C)C)c4OC(C)(C)C=Cc4c(O)c3c2=O)c(O)c1OC
1964	CC(C)=CCc1ccc2O[C@@H](CC(=O)c2c1O)c1ccc(O)cc1O
1965	COc1cc(C)cc2c(ccc(O)c12)-c1ccc2C[C@@H](C)N[C@@](C)(O)c2c1
1966	COc1c(O)cc2oc3c(OC)c(O)cc(O)c3c(=O)c2c1O
1967	CC\C=C\CC[C@H]1CCc2cc(=O)c3ccccc3n2C1
1968	COC(=O)[C@@H]1C[C@]23CCC[NH+]4CC[C@]5([C@H]24)c2ccccc2N(C(=O)OC)[C@]15CC3
1969	COc1cc2cc(C)[nH+]c(C)c2c(OC)c1-c1c(C)cc2cccc(OC)c2c1O
1970	C[C@@H]1C[C@@H]2[C@@]3(C)CCC[C@@]2(CN(CCOC(C)=O)C3=O)[C@H]2C[C@H]3CC[C@@]12[C@H](OC(C)=O)C3=C
1971	O[C@@]1(N2CC[NH2+][C@H]2Nc2ccccc12)c1ccccc1
1972	CO[C@H]1C[C@H]2N(C)C(=O)[C@H]3N(CCc4ccc(O)cc4)Cc4cc5OCOc5cc4[C@@]23C=C1
1973	OCCCCCCCC(=O)CCCCCCCC([O-])=O
1974	CC1(C)CCC[C@@]2(C)[C@@H]1CC[C@@]1(C)OCCC(=O)CC[C@@H]21
1975	COc1c(C)c(O)c(C[C@]2(C)C(=O)[C@H](C)C(=O)[C@H](C(=O)C(C)C)C2=O)c(O)c1C(=O)C(C)C
1976	C[C@@]1(c2cccc(O)c2C(=O)c2c(O)cc(CO)cc12)[C@@]1(O)C[C@@H](O)[C@H](O)[C@H](CO)O1
1977	COc1cc2OC(C)(C)C=Cc2c2O[C@@H](CC(=O)c12)c1ccc(O)cc1
1978	COc1cc(Oc2oc3c(C)c(O)c(C)c(O)c3c(=O)c2OC)ccc1O
1979	COc1cc(O)cc2oc(Oc3ccc(O)cc3)c(OC)c(=O)c12
1980	COc1ccc(Oc2oc3cc(O)ccc3c(=O)c2[O-])cc1
1981	CC#CC#CC#Cc1cc(Cl)ccc1O
1982	COC(=O)[C@@]1(C)CC[C@H](O)[C@]2(C)[C@H]3Cc4occc4[C@H](C)[C@@H]3[C@@H](O)C[C@@H]12
1983	C[C@@]1(CC[C@H]2C(C1)=CC[C@H]1C(C)(C)[C@@H](O)CC[C@@]21C)C=C
1984	COc1c(C)occ(-c2c(O)cc3oc(cc(=O)c3c2O)-c2ccccc2)c1=O
1985	Cc1occ(-c2c(O)cc3oc(cc(=O)c3c2O)-c2ccccc2)c(=O)c1O
1986	COc1cc(OC)c(cc1OC)-c1coc2cc3OC(C)(C)C=Cc3c(O)c2c1=O
1987	COc1cc2C[C@@H]3[NH+](C)CCc4cc(OCO)c(OCO)c(-c2cc1OC)c34
1988	CC(C)\C=C\[C@H](C\C(C)=C\CC[C@@](C)(O)C=C)OC(C)=O
1989	O=C1N2CCC3=CCC=C([C@H]23)c2cc3OCOc3cc12
1990	Cc1cc2C3=CCC=C4CCN([C@@H]34)C(=O)c2cc1O
1991	Cc1cccc(I)c1-c1c(C)cccc1I
1992	Oc1cccc(Br)c1-c1ccccc1Br
1993	CC(C)(C)OC(=O)NCc1cccc(OC(F)(F)F)c1
1994	CC(C)(C)OC(=O)Nc1ccc(OC(F)(F)F)cc1CCO
1995	FC(F)(F)Oc1ccc2NC(=O)OCc2c1
1996	COc1cccc(N2CC(C)(C)CC(C)(C)C2)c1C([O-])=O
1997	CC(C)(C)OC(=O)Nc1ccc(Br)cc1OC(F)(F)F
1998	CN(C)C(=O)NCc1ccc(OC(F)(F)F)cc1C([O-])=O
1999	CC(C)(C)Oc1ccc2nc(=O)[nH]c(-c3ccccc3F)c2c1
